chart_id,model,question,explanation,vega_lite_spec,spec
82aqt0k0jnbj3irf,gpt-5.4-nano,Which year is the median number of enterprises?,"count the number of enterprises in each year.
Sort in ascending order.
Find the year of the fifth value.","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/simple/82aqt0k0jnbj3irf.csv""},""description"":""Simple line chart for 82aqt0k0jnbj3irf.csv"",""height"":400,""layer"":[{""encoding"":{""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Number of enterprises"",""titleFontSize"":13,""titlePadding"":10},""field"":""Number of enterprises"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Number of enterprises"",""title"":""Number of enterprises"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Number of enterprises"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Number of enterprises"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""count""}],""ops2"":[{""field"":""Number of enterprises"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""sort"",""order"":""asc"",""orderField"":""Year""}],""ops3"":[{""from"":""left"",""id"":""n3"",""meta"":{""inputs"":[],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""n"":5,""op"":""nth"",""orderField"":""Year""}],""text_chunks"":{""ops"":""count the number of enterprises in each year."",""ops2"":""Sort in ascending order."",""ops3"":""Find the year of the fifth value.""}}"
11e148qcs7x70t8v,gpt-5.4-nano,in which years does south korea have a bigger value than france?,"1. Get difference between south korea and france in every year
2. Filter the year with a positive value","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/11e148qcs7x70t8v.csv""},""description"":""Stacked Bar chart for 11e148qcs7x70t8v.csv"",""encoding"":{""color"":{""field"":""Country"",""type"":""nominal""},""x"":{""field"":""Period"",""type"":""nominal""},""y"":{""field"":""Share_of_Import_Value"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""absolute"":false,""by"":""Period"",""field"":""Share_of_Import_Value"",""groupA"":""South Korea"",""groupB"":""France"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""pairDiff"",""seriesField"":""Country"",""signed"":true}],""ops2"":[{""field"":""Share_of_Import_Value"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""filter"",""operator"":"">"",""value"":0}],""text_chunks"":{""ops"":""Get difference between south korea and france in every year"",""ops2"":""Filter the year with a positive value""}}"
0opt5fjw2xphdgp2,gpt-5.4-nano,Which group shows the highest value in the sum of occasionally and infrequently answered?,"1. calculate the sum of each value of occasionally and infrequently
2. find the maximum","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/0opt5fjw2xphdgp2.csv""},""description"":""Grouped bar chart for 0opt5fjw2xphdgp2.csv"",""encoding"":{""color"":{""field"":""Race/Ethnicity"",""type"":""nominal""},""column"":{""field"":""Frequency"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Race/Ethnicity"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Share of respondents"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Frequency"",""id"":""n1"",""include"":[""Infrequently (once a year or less)"",""Occasionally (less than once a month)""],""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter""},{""field"":""Frequency"",""id"":""n2"",""include"":[""Infrequently (once a year or less)"",""Occasionally (less than once a month)""],""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2;auto=dimFilter"",""view"":{""phase"":2}},""op"":""filter""},{""field"":""Share of respondents"",""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":3}},""op"":""sum""}],""ops2"":[{""field"":""Share of respondents"",""id"":""n4"",""meta"":{""inputs"":[""n3""],""nodeId"":""n4"",""sentenceIndex"":2,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":4}},""op"":""findExtremum"",""which"":""max""}],""text_chunks"":{""ops"":""calculate the sum of each value of occasionally and infrequently"",""ops2"":""find the maximum""}}"
075i5mfewy2uvwej,gpt-5.4-nano,What is the difference between the service value in 2010 and the service value in 2020?,"Find the service value for 2010.
Find the service value for 2020.
Find the difference between the two values.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/075i5mfewy2uvwej.csv""},""description"":""Stacked Bar chart for 075i5mfewy2uvwej.csv"",""encoding"":{""color"":{""field"":""Sector"",""type"":""nominal""},""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Share_of_Total_Employment"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Share_of_Total_Employment"",""group"":""Services"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""retrieveValue"",""target"":""2010""}],""ops2"":[{""field"":""Share_of_Total_Employment"",""group"":""Services"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""retrieveValue"",""target"":""2020""}],""ops3"":[{""field"":""Share_of_Total_Employment"",""id"":""n3"",""meta"":{""inputs"":[""n1"",""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":2}},""op"":""diff"",""signed"":true,""targetA"":""ref:n1"",""targetB"":""ref:n2""}],""text_chunks"":{""ops"":""Find the service value for 2010."",""ops2"":""Find the service value for 2020."",""ops3"":""Find the difference between the two values.""}}"
2jromeq5u9lloh1s,gpt-5.4-nano,Which years has the biggest jump?,"1. Get the difference between every year
2. Get the extremum","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/simple/2jromeq5u9lloh1s.csv""},""description"":""Simple line chart for 2jromeq5u9lloh1s.csv"",""height"":400,""layer"":[{""encoding"":{""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Audience_Millions"",""titleFontSize"":13,""titlePadding"":10},""field"":""Audience_Millions"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Audience_Millions"",""title"":""Audience_Millions"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Audience_Millions"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Audience_Millions"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""lagDiff"",""order"":""asc""}],""ops2"":[{""field"":""Audience_Millions"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""findExtremum"",""which"":""max""}],""text_chunks"":{""ops"":""Get the difference between every year"",""ops2"":""Get the extremum""}}"
13guplcbmfu1tjzu,gpt-5.4-nano,Which country has the highest european factor?,"1. Get the sum of germany and italy for each country
2. Get the country with the highest value","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/13guplcbmfu1tjzu.csv""},""description"":""Stacked Bar chart for 13guplcbmfu1tjzu.csv"",""encoding"":{""color"":{""field"":""Factor"",""type"":""nominal""},""x"":{""field"":""Country"",""type"":""nominal""},""y"":{""field"":""Decrease_in_GDP_Percentage"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Decrease_in_GDP_Percentage"",""group"":[""Germany – exports"",""Italy – exports""],""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""sum""}],""ops2"":[{""field"":""Decrease_in_GDP_Percentage"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""findExtremum"",""which"":""max""}],""text_chunks"":{""ops"":""Get the sum of germany and italy for each country"",""ops2"":""Get the country with the highest value""}}"
0q8vqyb35mbq0efx,gpt-5.4-nano,Which year had the lowest amount of suicides of all ages combined?,"1. Sum of all the age ranges for every year
2. Find the extremum (lowest)","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/0q8vqyb35mbq0efx.csv""},""description"":""Grouped bar chart for 0q8vqyb35mbq0efx.csv"",""encoding"":{""color"":{""field"":""Age Group"",""type"":""nominal""},""column"":{""field"":""Year"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Age Group"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Number of suicides"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Number of suicides"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""sum""}],""ops2"":[{""field"":""Number of suicides"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""findExtremum"",""which"":""min""}],""text_chunks"":{""ops"":""Sum of all the age ranges for every year"",""ops2"":""Find the extremum (lowest)""}}"
0o12tngadmjjux2n,gpt-5.4-nano,How many years are above the average?,"1. Find average
2. filter which countries are above the average","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/0o12tngadmjjux2n.csv""},""description"":""Simple Bar chart for 0o12tngadmjjux2n.csv"",""encoding"":{""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Production in million units"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Production in million units"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""average""}],""ops2"":[{""field"":""Production in million units"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""filter"",""operator"":"">"",""value"":""ref:n1""},{""field"":""Year"",""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":2,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":3}},""op"":""count""}],""text_chunks"":{""ops"":""1. Find average"",""ops2"":""2. filter which countries are above the average filter which countries are above the average""}}"
10t8o5vhethzeod1,gpt-5.4-nano,In which year was the agriculture sector the highest,"1. get the all values from the agriculture sector
2. find the maximum value","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/10t8o5vhethzeod1.csv""},""description"":""Stacked Bar chart for 10t8o5vhethzeod1.csv"",""encoding"":{""color"":{""field"":""Sector"",""type"":""nominal""},""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Share_of_GDP"",""type"":""quantitative""}},""mark"":""bar""}","{""ops2"":[{""field"":""Share_of_GDP"",""group"":""Agriculture"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":2,""source"":""recursive_step=1;taskId=o2"",""view"":{""phase"":1}},""op"":""findExtremum"",""which"":""max""}],""text_chunks"":{""ops2"":""2. find the maximum value""}}"
2o3fyauxv32p571i,gpt-5.4-nano,Which year had the second-lowest value?,"1. Sort  in ascending order by year
2. find the second lowest","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/simple/2o3fyauxv32p571i.csv""},""description"":""Simple line chart for 2o3fyauxv32p571i.csv"",""height"":400,""layer"":[{""encoding"":{""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Operating_Profit_Margin"",""titleFontSize"":13,""titlePadding"":10},""field"":""Operating_Profit_Margin"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Operating_Profit_Margin"",""title"":""Operating_Profit_Margin"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Operating_Profit_Margin"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""sort"",""order"":""asc"",""orderField"":""Year""}],""ops2"":[{""field"":""Operating_Profit_Margin"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""findExtremum"",""rank"":2,""which"":""min""}],""text_chunks"":{""ops"":""Sort in ascending order by year"",""ops2"":""find the second lowest""}}"
0s6zi9dyw22qo4rp,gpt-5.4-nano,What is the difference between the average of September 1896 until December 1896 and the average of January 1897 until April 1897?,"1. calculate the average of sep 1896 until dec 1896
2. calculate the average of jan 1897 until april 1897
3. compare the two averages","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/0s6zi9dyw22qo4rp.csv""},""description"":""Simple Bar chart for 0s6zi9dyw22qo4rp.csv"",""encoding"":{""x"":{""axis"":{""labelAlign"":""right"",""labelAngle"":-45,""labelFontSize"":16,""title"":""Month/Year"",""titleFontSize"":20},""field"":""Month/Year"",""type"":""nominal""},""y"":{""axis"":{""labelFontSize"":16,""title"":""Fatality Rate (proportion)"",""titleFontSize"":20,""titlePadding"":10},""field"":""Fatality rate among plague cases"",""type"":""quantitative""}},""mark"":""bar"",""title"":{""anchor"":""middle"",""fontSize"":26,""text"":""Plague Fatality Rate by Month (1896-1897)""}}","{""ops"":[{""field"":""Month/Year"",""id"":""n1"",""include"":[""Dec 1896"",""Nov 1896"",""Oct 1896"",""Sep 1896""],""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter""},{""field"":""Fatality rate among plague cases"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""average""}],""ops2"":[{""field"":""Month/Year"",""id"":""n3"",""include"":[""Apr 1897"",""Feb 1897"",""Jan 1897"",""Mar 1897""],""meta"":{""inputs"":[],""nodeId"":""n3"",""sentenceIndex"":2,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter""},{""field"":""Fatality rate among plague cases"",""id"":""n4"",""meta"":{""inputs"":[""n3""],""nodeId"":""n4"",""sentenceIndex"":2,""source"":""recursive_step=4;taskId=o4"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""average""}],""ops3"":[{""field"":""Fatality rate among plague cases"",""id"":""n5"",""meta"":{""inputs"":[""n2"",""n4""],""nodeId"":""n5"",""sentenceIndex"":3,""source"":""recursive_step=5;taskId=o5"",""view"":{""phase"":3}},""op"":""diff"",""signed"":false,""targetA"":""ref:n2"",""targetB"":""ref:n4""}],""text_chunks"":{""ops"":""calculate the average of sep 1896 until dec 1896"",""ops2"":""calculate the average of jan 1897 until april 1897"",""ops3"":""compare the two averages""}}"
2ebtadc07b7bo277,gpt-5.4-nano,Which year had the second lowest value?,"1. sort the values from lowest to highest
2. find the second lowest","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/simple/2ebtadc07b7bo277.csv""},""description"":""Simple line chart for 2ebtadc07b7bo277.csv"",""height"":400,""layer"":[{""encoding"":{""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Average price in US dollars"",""titleFontSize"":13,""titlePadding"":10},""field"":""Average price in US dollars"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Average price in US dollars"",""title"":""Average price in US dollars"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Average price in US dollars"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Average price in US dollars"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""sort"",""order"":""asc""}],""ops2"":[{""field"":""Average price in US dollars"",""from"":""left"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""n"":2,""op"":""nth""}],""text_chunks"":{""ops"":""sort the values from lowest to highest"",""ops2"":""find the second lowest""}}"
